dataset,seed,hidden_per_head,regularizer,lambda_fixed,lambda_target,lambda_eta,lambda_final,div_final,adaptive_lambda,lambda_schedule,prune_criterion,prune_ratio,pruned_acc_before_ft,checkpoint_source,criterion_div,distill,distill_alpha,distill_temperature,dense_test_acc,dense_lambda_final,dense_div_final,best_epoch,epochs_run,val_acc,test_acc,params,wall_time_s
cora,0,8,attention,0.1,0.7,0.2,1.8271893095970158,0.96909099817276,False,controller,,,,,,False,,,,,,31.0,132.0,0.8119999766349792,0.8069999814033508,92373.0,29.240830659866333
cora,1,8,attention,0.1,0.7,0.2,2.470603847503661,0.5658468008041382,False,controller,,,,,,False,,,,,,121.0,200.0,0.7900000214576721,0.7910000085830688,92373.0,52.06868577003479
cora,2,8,attention,0.1,0.7,0.2,2.6246412229537968,0.9369708895683289,False,controller,,,,,,False,,,,,,46.0,147.0,0.8080000281333923,0.8199999928474426,92373.0,38.113964796066284
cora,3,8,attention,0.1,0.7,0.2,3.0,0.7767334580421448,False,controller,,,,,,False,,,,,,70.0,171.0,0.7919999957084656,0.8059999942779541,92373.0,53.373093605041504
cora,4,8,attention,0.1,0.7,0.2,1.3851351523399356,0.9765408635139465,False,controller,,,,,,False,,,,,,23.0,124.0,0.8180000185966492,0.8119999766349792,92373.0,54.33632683753967
cora,5,8,attention,0.1,0.7,0.2,2.8894396567344667,0.9060640931129456,False,controller,,,,,,False,,,,,,53.0,154.0,0.8040000200271606,0.8140000104904175,92373.0,58.68992877006531
cora,6,8,attention,0.1,0.7,0.2,1.1657212257385257,0.9852954745292664,False,controller,,,,,,False,,,,,,19.0,120.0,0.7940000295639038,0.8220000267028809,92373.0,46.964523792266846
cora,7,8,attention,0.1,0.7,0.2,2.0784132432937623,0.954210638999939,False,controller,,,,,,False,,,,,,36.0,137.0,0.7739999890327454,0.7720000147819519,92373.0,66.896324634552
cora,8,8,attention,0.1,0.7,0.2,1.4316233515739445,0.9706693291664124,False,controller,,,,,,False,,,,,,24.0,125.0,0.8100000023841858,0.8080000281333923,92373.0,65.7133686542511
cora,9,8,attention,0.1,0.7,0.2,3.0,0.8004044890403748,False,controller,,,,,,False,,,,,,70.0,171.0,0.8159999847412109,0.8199999928474426,92373.0,83.80310368537903
